name,year
Hyundai i20 1.4 CRDi Asta,2011
Ford Figo Diesel LXI,2012
Maruti SX4 VDI,2012
Maruti 800 EX 5 Speed,2006
Chevrolet Enjoy TCDi LTZ 7 Seater,2013
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Mahindra XUV500 W8 2WD,2011
Tata Xenon XT EX 4X2,2014
Maruti Swift VDI,2012
Tata Manza Aura (ABS) Safire,2010
Tata Zest Quadrajet 1.3 75PS XE,2015
Mahindra Xylo D2,2011
Maruti Swift Ldi BSIV,2010
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008
Hyundai Santro LP zipPlus,2003
Honda Amaze Anniversary Edition,2015
Hyundai i10 Era 1.1 iTech SE,2010
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017
Jeep Compass 2.0 Longitude Option BSIV,2019
Renault Duster 4x4,2014
Fiat Punto EVO 1.3 Emotion,2016
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018
Land Rover Range Rover Evoque 2.2L Pure,2013
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017
Maruti 800 AC,2006
Maruti Wagon R VXI Opt 1.2,2017
Hyundai Elite i20 Sportz Plus Diesel,2018
Maruti Swift VDI,2012
Peugeot 309 GLD,1997
Hyundai i20 1.4 Asta Option,2017
Maruti Wagon R VXI BS IV,2016
Tata Indica V2 eLX,2014
Honda Amaze SX i-DTEC,2016
Honda Brio V MT,2012
Maruti Alto 800 LXI,2014
Hyundai EON Magna Plus,2014
Tata Nano Lx BSIV,2010
Mahindra XUV300 W8 Option Diesel BSIV,2019
Nissan Sunny Diesel XL,2012
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008
Maruti Alto LX,2010
Maruti Swift Vdi BSIII,2010
Volkswagen Vento Diesel Highline,2012
Maruti Alto K10 2010-2014 VXI,2011
Volkswagen Jetta 2.0L TDI Comfortline,2012
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011
Maruti Swift AMT ZDI,2018
Nissan Sunny Diesel XL,2012
Ford Figo Diesel Celebration Edition,2013
Maruti Swift Dzire VDi,2009
Maruti Swift Dzire VDi,2009
Honda Amaze EX i-Vtech,2013
Maruti A-Star Vxi,2010
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010
Hyundai Verna 1.6 CRDI,2011
Hyundai Verna 1.6 CRDI,2011
Renault KWID 1.0 RXT 02 Anniversary Edition,2017
Mahindra Scorpio 2.6 Turbo 9 Str,2008
Datsun GO Plus T BSIV,2016
Tata Manza Aqua Quadrajet BS IV,2010
Mahindra Bolero Power Plus SLE,2018
Maruti Swift VXI,2020
Maruti Alto 800 VXI,2014
Maruti Swift ZDi,2014
Chevrolet Spark 1.0 LT,2007
Maruti Ciaz VDI SHVS,2017
Honda City V MT,2012
Maruti Ciaz ZDi Plus SHVS,2016
Skoda Fabia 1.2 TDI Active Plus,2013
Maruti Zen Estilo 1.1 LX BSIII,2007
Ford Ikon 1.6 Nxt,2004
Skoda Rapid 1.5 TDI AT Style BSIV,2017
Hyundai Xcent 1.2 CRDi E Plus,2018
Volkswagen Polo Diesel Trendline 1.2L,2012
Hyundai Santro GLS I - Euro I,2000
Maruti Swift Dzire VDI,2015
Chevrolet Enjoy 1.3 TCDi LS 7,2016
Hyundai Verna 1.6 SX,2012
Maruti Alto 800 LXI,2018
Hyundai i10 Magna 1.2 iTech SE,2013
Tata Indica V2 DLS TC,2004
Maruti Alto LXi BSIII,2006
Tata Indigo eCS LX BSIV,2013
Mahindra Bolero 2011-2019 SLE BSIII,2015
Maruti Ciaz 1.4 Sigma,2018
Hyundai EON Sportz,2018
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019
Maruti Alto 800 LXI,2017
Maruti Baleno Alpha 1.3,2017
Maruti A-Star Vxi,2014
Maruti Alto 800 LXI,2014
Mahindra Scorpio S10 7 Seater,2015
Tata Indigo eCS LX BSIV,2012
Hyundai EON 1.0 Era Plus,2016
Hyundai EON Magna Plus,2014
Maruti Alto LX,2008
Tata Indigo CR4,2011
Hyundai Verna 1.6 SX,2012
Mahindra XUV500 W6 2WD,2013
Tata Indigo CS LX (TDI) BS III,2010
Hyundai i10 Sportz,2010
Mahindra Bolero 2011-2019 SLE,2011
Tata Indigo CS GLX BS III,2008
Renault KWID RXT,2016
Maruti Ertiga SHVS VDI,2018
Ford Figo Diesel Celebration Edition,2013
Hyundai Grand i10 Magna,2016
Renault KWID RXT,2016
Maruti Alto K10 VXI,2014
Hyundai i10 Sportz,2013
Hyundai Creta 1.4 CRDi S,2016
Hyundai Creta 1.4 CRDi S Plus,2016
Volkswagen Vento Diesel Trendline,2010
Volkswagen Ameo 1.0 MPI Trendline,2019
Ford Figo Petrol LXI,2012
Tata Nano Lx BSIV,2012
Maruti A-Star Vxi,2009
Honda City i-DTEC VX,2017
Toyota Innova Crysta 2.4 GX MT BSIV,2017
Honda City i DTEC V,2015
Volkswagen Polo 1.5 TDI Highline,2015
Maruti Alto LXi BSIII,2009
Hyundai Santro Xing GL,2011
Tata Indigo Grand Petrol,2008
Tata Indica Vista Terra 1.4 TDI,2011
Maruti Ciaz ZDi,2015
Toyota Innova 2.5 G (Diesel) 8 Seater,2013
Mahindra Xylo E8,2009
Ford Figo Diesel Titanium,2012
Honda Civic 1.8 V MT Inspire,2011
Hyundai Xcent 1.1 CRDi S,2015
Maruti Ertiga LDI,2012
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Tata Manza Club Class Quadrajet90 LS,2013
Hyundai Creta 1.6 CRDi SX,2016
Maruti Vitara Brezza ZDi Plus Dual Tone,2016
Ford Figo Petrol EXI,2011
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019
Hyundai i20 Active 1.2,2018
Hyundai i20 Magna 1.2,2016
Mahindra Bolero Power Plus Plus AC BSIV PS,2017
Tata Safari Storme LX,2014
Maruti Swift VDI BSIV,2015
Renault KWID RXL,2019
Maruti Omni MPI STD BSIV,2016
Mahindra KUV 100 mFALCON G80 K2,2017
Maruti Alto LXI,2004
Maruti Swift Dzire VXi,2009
Toyota Innova 2.5 G (Diesel) 8 Seater,2014
Maruti Swift Dzire VDI,2018
Maruti Swift Dzire ZDI,2015
Chevrolet Tavera Neo 3 10 Seats BSIII,2015
Mahindra Bolero DI BSIII,2006
Mahindra KUV 100 G80 K4 Plus 5Str,2018
Hyundai Santro Xing GL Plus LPG,2011
Ford Figo Aspire 1.5 TDCi Titanium,2018
Maruti Wagon R LXI,2005
Hyundai Santro GLS I - Euro II,2007
Ford Figo Diesel LXI,2015
Mahindra Scorpio 2.6 DX,2003
Tata Tigor 1.2 Revotron XZ Option,2017
Maruti Alto 800 LXI,2014
Datsun RediGO 1.0 S,2018
Toyota Innova 2.5 VX 8 STR BSIV,2012
Mahindra TUV 300 mHAWK100 T8 AMT,2016
Maruti Alto K10 VXI,2019
Maruti Alto 800 VXI,2020
Renault KWID RXE,2017
Maruti Alto 800 LX,2013
Datsun GO Plus D,2015
Maruti Alto LXi,2007
Datsun RediGO 1.0 S,2018
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014
Mahindra Scorpio 2.6 Turbo 7 Str,2008
Renault KWID RXT,2016
Mahindra Scorpio S10 7 Seater,2015
Maruti Swift Dzire VDI,2013
Toyota Etios Liva GD,2015
Toyota Innova Crysta 2.8 GX AT BSIV,2016
Maruti Vitara Brezza VDi Option,2017
Tata Safari Storme LX,2013
Ford Figo 1.2P Ambiente MT,2017
Maruti Zen Estilo 1.1 VXI BSIII,2007
Maruti Celerio ZXI Optional,2017
Hyundai Grand i10 Magna,2016
Maruti Vitara Brezza ZDi Plus Dual Tone,2018
Hyundai Verna 1.6 VTVT,2013
Toyota Etios VX,2011
Maruti A-Star Vxi,2009
Maruti Zen Estilo VXI BSIII,2007
Maruti 800 AC BSIII,2004
Tata Zest Revotron 1.2 XT,2020
Mahindra XUV500 W9 2WD,2018
Hyundai Grand i10 1.2 CRDi Asta,2017
Hyundai EON Era Plus,2013
Maruti Swift VXI Optional,2016
Maruti Swift VXI Deca,2016
Jeep Compass 1.4 Sport,2019
Maruti Alto K10 VXI,2014
Mahindra Bolero 2011-2019 DI NON AC BS III White,2011
Mahindra XUV500 W10 2WD,2016
Hyundai Santro Xing GLS,2013
Hyundai Xcent 1.1 CRDi S,2015
Maruti Alto K10 VXI,2018
Hyundai Verna 1.6 SX CRDi (O),2012
Chevrolet Beat Diesel LT,2013
Chevrolet Sail Hatchback 1.2,2014
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2010
Hyundai Accent GLE,2009
Mahindra Bolero GLX,2006
Maruti Swift Dzire VDI,2013
Renault Duster 110PS Diesel RxL,2014
Toyota Etios G,2015
Hyundai Santro Xing GLS,2010
Maruti Swift VDI BSIV,2009
Ford Ikon 1.6 Really Sport,2003
Maruti Esteem LX - BSIII,1999
Maruti Esteem LX - BSIII,1999
Ford Fiesta 1.5 TDCi Titanium,2014
Maruti Swift VXI,2019
Maruti Alto K10 VXI,2015
Hyundai Grand i10 CRDi Magna,2014
Hyundai Verna 1.6 SX CRDi (O),2012
Hyundai Verna 1.6 CRDI,2011
Hyundai i10 Sportz AT,2011
Maruti Ertiga LDI Option,2013
Tata Indigo CS LS (TDI) BS III,2009
Tata Indica Vista TDI LS,2014
Chevrolet Beat Diesel LT,2012
Tata Indica V2 2001-2011 DLS BSIII,2007
Maruti 800 AC,1996
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012
Hyundai Tucson CRDi,2006
Tata Indica V2 DLS TC,2007
Maruti Swift Dzire VXI,2016
Ford Figo Aspire 1.5 TDCi Ambiente,2016
Maruti Swift VDI,2011
Mahindra Bolero 2011-2019 SLX,2013
Tata New Safari Dicor LX 4X2 BS IV,2007
Hyundai i10 Sportz,2012
Maruti Swift Dzire VDI,2014
Tata Manza Aura (ABS) Quadrajet,2009
Mahindra Scorpio EX,2014
Mahindra TUV 300 T4 Plus,2017
Tata Manza Aqua Safire,2010
Hyundai EON Magna Plus,2014
Mahindra Bolero 2011-2019 SLE,2013
Maruti Swift VDI BSIV,2017
Skoda Fabia 1.2L Diesel Elegance,2011
Hyundai Elite i20 Asta Option Diesel,2019
Maruti Ritz LDi,2016
Maruti Swift Lxi BSIII,2007
Tata Indica V2 DLS BSIII,2013
Hyundai Elite i20 Petrol Asta Option,2018
Mahindra Scorpio S10 4WD,2015
Hyundai Accent GLS 1.6 ABS,2003
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Maruti Swift Dzire VDI,2014
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018
Datsun GO T Petrol,2019
Hyundai Verna CRDi SX ABS,2008
Renault KWID 1.0 RXT Optional,2017
Toyota Etios GD,2015
Mahindra Bolero 2011-2019 Plus Non AC,2013
Tata Zest Revotron 1.2 XT,2017
Maruti Alto K10 2010-2014 VXI,2013
Hyundai i20 Asta 1.4 CRDi,2015
Mahindra Scorpio S10 7 Seater,2015
Toyota Innova Crysta 2.4 VX MT BSIV,2018
Hyundai i10 Sportz,2014
Mahindra XUV500 AT W10 FWD,2015
Hyundai i20 1.2 Magna,2011
Hyundai Grand i10 Sportz,2015
Maruti Swift LDI,2013
Maruti Swift Dzire VXi,2014
Chevrolet Sail Hatchback LT ABS,2013
Mahindra KUV 100 mFALCON D75 K4,2017
Fiat Grande Punto 1.4 Emotion,2009
Toyota Innova Crysta 2.7 GX AT 8 STR,2020
Maruti Omni 5 Seater BSIV,2011
Maruti Alto 800 LXI,2013
Hyundai Santro Xing (Non-AC),2010
Mahindra Bolero 2011-2019 SLX,2012
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017
Mahindra XUV500 W6 2WD,2013
Toyota Fortuner 3.0 Diesel,2012
Datsun RediGO T Option,2018
Hyundai i10 Sportz,2014
Maruti Wagon R AMT VXI,2017
Hyundai i20 Sportz 1.2,2013
Hyundai Santro Xing ABS,2007
Tata Manza Aura Quadrajet,2010
Hyundai EON Era,2012
Hyundai i10 Magna 1.2 iTech SE,2008
Maruti Zen Estilo 1.1 LXI BSIII,2008
Mahindra Bolero SLX,2011
Ford Figo Diesel EXI,2011
Maruti Wagon R VXI BS IV,2014
Ford Figo Petrol ZXI,2010
Hyundai i20 Magna,2012
Mahindra XUV500 W4,2016
Hyundai i20 1.2 Magna,2012
Maruti Ciaz RS ZXi Plus,2015
Honda WR-V i-DTEC VX,2018
Tata Tiago 1.2 Revotron XZ,2017
Renault Duster 85PS Diesel RxL Optional,2013
Maruti Wagon R VXI BS IV,2016
Honda City i-VTEC CVT ZX,2017
Hyundai i20 1.2 Spotz,2018
Nissan Micra XV CVT,2014
Hyundai EON D Lite Plus,2012
Hyundai Xcent 1.2 VTVT S,2019
Honda Amaze VX Petrol BSIV,2019
Maruti Vitara Brezza ZDi Plus,2017
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018
Chevrolet Cruze LTZ,2010
Honda City i-VTEC CVT VX,2017
Chevrolet Cruze LTZ AT,2015
Maruti Eeco CNG 5 Seater AC BSIV,2018
Maruti Ertiga BSIV VXI,2016
Toyota Innova 2.5 V Diesel 8-seater,2008
Hyundai Xcent 1.2 CRDi S,2018
Mahindra Xylo H9,2014
Maruti Ciaz ZXi,2016
Hyundai Santro Era,2019
Mitsubishi Pajero Sport 4X4 Dual Tone,2016
Tata New Safari Dicor EX 4X2 BS IV,2013
Toyota Innova 2.5 G (Diesel) 7 Seater,2015
Toyota Innova 2.5 G (Diesel) 7 Seater,2015
Tata Manza Aura Quadrajet,2009
Mahindra Bolero 2011-2019 SLE,2019
Tata Tigor 2017-2020 XZ Plus,2019
Chevrolet Beat Diesel LT,2012
Mahindra XUV500 W8 2WD,2013
Mahindra Scorpio 1.99 S4 Plus,2015
Tata Indica Vista TDI LX,2012
Mahindra Thar 4X4,2015
Hyundai i20 Magna,2013
Maruti Swift VDI,2013
Honda BRV i-VTEC V MT,2016
Tata Venture EX 7 Str,2012
Maruti 800 AC,2002
Toyota Innova 2.5 E Diesel MS 8-seater,2007
Renault KWID 1.0 RXT Optional,2017
Maruti Alto K10 VXI,2016
Maruti Alto LXi,2012
Fiat Linea Emotion,2010
Maruti Dzire ZXI,2020
Maruti Ciaz ZDi Plus SHVS,2016
Mahindra Thar CRDe,2019
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018
Maruti Ritz LDi,2011
Hyundai i20 1.4 CRDi Asta,2012
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018
Maruti Ertiga VDI,2015
Audi A3 35 TDI Premium Plus,2018
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015
Renault Fluence Diesel E4,2012
Mahindra Thar CRDe,2017
Hyundai Verna CRDi SX ABS,2009
Mahindra Bolero SLX,2009
Toyota Etios G,2013
Mahindra Bolero SLX,2011
Volkswagen Polo 1.5 TDI Comfortline,2015
Toyota Etios Liva G,2012
Maruti Alto 800 LXI,2015
Maruti Swift VDI,2013
Hyundai Verna 1.6 SX,2013
Maruti Ritz VDi ABS,2011
Maruti Swift Dzire VXI,2015
Maruti Ertiga SHVS VDI,2017
Maruti Alto 800 VXI,2018
Hyundai Creta 1.4 E Plus,2019
Tata Indigo CS eGLS BS IV,2017
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017
Mahindra TUV 300 mHAWK100 T8,2017
Mahindra Bolero 2011-2019 DI - AC BS III,2016
Nissan Terrano XL,2015
Tata Tiago 1.05 Revotorq XT,2016
Hyundai Accent Executive LPG,2010
Toyota Innova 2.5 V Diesel 8-seater,2007
Maruti Ertiga VXI,2014
Hyundai Santro Xing GL Plus,2012
Maruti Alto K10 2010-2014 VXI,2012
Mahindra Bolero 2011-2019 DI NON AC BS III White,2014
Maruti Vitara Brezza VDi,2018
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017
Maruti Swift VDI,2013
Maruti Swift Dzire VDI,2014
Maruti Swift Dzire VDI,2014
Maruti Wagon R LXI DUO BS IV,2013
Maruti Ritz VDi,2009
Maruti Swift Dzire 1.2 Lxi BSIV,2012
Tata New Safari 4X4 EXI BSIII,2007
Toyota Etios GD,2014
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016
Tata Sumo Gold GX,2013
Nissan Micra XV CVT,2015
Hyundai Grand i10 Asta,2014
Maruti Alto STD,2008
Maruti Alto 800 LXI,2017
Ford Ecosport 1.5 Diesel Trend,2014
Nissan Terrano XL D Option,2018
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010
Mahindra TUV 300 T6,2016
Hyundai Santro Xing ABS,2010
Hyundai Grand i10 1.2 Kappa Sportz Option,2018
Jeep Compass 2.0 Limited Option,2017
Mahindra Bolero 2011-2019 DI - AC BS III,2016
Mahindra Bolero 2011-2019 DI - AC BS III,2016
Chevrolet Aveo U-VA 1.2 LS,2007
Mahindra XUV500 W8 AWD,2014
Chevrolet Aveo U-VA 1.2,2010
Maruti Baleno Alpha 1.2,2015
Volkswagen Polo Petrol Trendline 1.2L,2012
Hyundai Xcent 1.2 Kappa S,2014
Maruti Alto 800 VXI,2018
Honda City i VTEC VX,2015
Nissan Micra Active XL Petrol,2017
Maruti Swift ZXI,2013
Maruti Swift ZXI,2013
Maruti Swift Dzire VXi,2010
Datsun RediGO 1.0 S,2017
Tata Tiago 1.2 Revotron XM,2016
Honda Amaze VX i-DTEC,2018
Toyota Etios Cross 1.2L G,2016
Honda CR-V 2.0L 2WD AT,2006
Mahindra KUV 100 mFALCON G80 K6 AW,2016
Chevrolet Tavera Neo 3 9 Str BSIII,2015
Maruti Ritz Genus VDi,2010
Chevrolet Tavera Neo 3 10 Seats BSIII,2015
Ford Figo 1.5D Trend MT,2015
Skoda Octavia Rider 1.9 AT TDI,2008
Mahindra Marazzo M2 8Str BSIV,2019
Maruti Wagon R VXI BS IV,2018
Maruti Wagon R VXI BS IV,2018
Hyundai i20 1.2 Spotz,2018
Renault KWID RXT Optional,2016
Hyundai i20 1.2 Spotz,2018
Hyundai Getz 1.1 GLE,2007
Tata Hexa XT,2017
Tata Hexa XM,2017
Tata Indigo CS eLX BS IV,2010
Hyundai i20 Active 1.4 SX with AVN,2016
Maruti Wagon R LXI CNG,2018
Honda Amaze E i-VTEC,2017
Tata Indigo VS,2012
Renault KWID 1.0 RXT 02 Anniversary Edition,2017
Maruti Swift Dzire Tour LDI,2016
Tata Indigo LX,2010
Tata Indica V2 DLS,2009
Hyundai i20 Magna 1.2,2015
Toyota Innova Crysta 2.4 ZX MT BSIV,2017
Chevrolet Cruze LTZ,2011
Tata Hexa XTA,2017
Honda City i DTec S,2016
Mercedes-Benz GLA Class 200,2016
Maruti Swift 1.3 VXi,2010
Honda Amaze S i-Dtech,2015
Hyundai i20 1.4 CRDi Era,2012
Datsun GO Plus A Option Petrol,2018
Mahindra XUV500 W4 1.99 mHawk,2016
Volkswagen Polo Diesel Comfortline 1.2L,2013
Maruti Swift Dzire AMT ZXI,2017
Mahindra TUV 300 T8,2016
Maruti Zen Estilo LXI BSIII,2007
Hyundai i10 Magna 1.1L,2015
Hyundai Creta 1.6 SX Automatic,2018
Toyota Innova 2.5 G (Diesel) 7 Seater,2013
Hyundai Verna 1.4 VTVT,2016
Maruti Wagon R LXI BS IV,2013
Hyundai EON Magna Optional,2013
Hyundai EON Era Plus,2014
Honda City i DTec VX,2016
Hyundai Santro Xing GL Plus,2012
Maruti Alto LX,2004
Hyundai i20 1.4 CRDi Asta,2012
Maruti Ritz VDi ABS,2009
Mahindra KUV 100 D75 K4 Plus,2018
Maruti Swift Dzire VDi,2009
Hyundai i20 Sportz 1.2,2016
Maruti Swift VDI BSIV,2015
Maruti Wagon R LXI BS IV,2011
Honda City 2017-2020 GXi,2008
Maruti Wagon R LXI,2006
Hyundai EON Magna Plus,2014
Hyundai Santro Xing XO,2005
Maruti Wagon R VXI,2005
Tata Indica Vista Aqua 1.4 TDI,2009
Mahindra Verito Vibe 1.5 dCi D4,2013
Toyota Fortuner 3.0 Diesel,2010
Chevrolet Optra Magnum 2.0 LS,2007
Hyundai Verna 1.6 CRDi EX AT,2013
Tata Indica V2 DL,2009
Hyundai Verna 1.6 SX CRDi (O),2014
Datsun RediGO 1.0 T Option,2017
Maruti 800 AC,1997
Volkswagen Polo Diesel Highline 1.2L,2011
Maruti Swift Dzire VXI 1.2,2019
Maruti Swift Dzire VDI,2016
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018
Honda City 2017-2020 GXi,2007
Toyota Innova 2.5 G4 Diesel 8-seater,2009
Maruti Alto 800 VXI Optional,2017
Maruti Alto K10 VXI,2017
Volkswagen Polo 1.2 MPI Comfortline,2016
Maruti Wagon R VXI BS IV,2017
Maruti A-Star Vxi,2011
Maruti Swift Dzire ZDI,2017
Mahindra XUV500 W6 2WD,2015
Tata Indica V2 DLX,2007
Maruti Baleno Zeta Automatic,2018
Maruti Ignis 1.2 AMT Zeta BSIV,2019
Maruti Wagon R AMT VXI,2017
Maruti Vitara Brezza ZDi Plus Dual Tone,2016
Hyundai Grand i10 CRDi Sportz,2015
Maruti Swift Dzire VDI,2013
Mahindra Thar DI 4X4 PS,2015
Maruti Baleno RS 1.0 Petrol,2019
Volkswagen Polo Diesel Comfortline 1.2L,2011
Mahindra KUV 100 D75 K8 Dual Tone,2017
Maruti Swift Dzire ZDi,2012
Ford Figo 1.2P Sports Edition MT,2017
Hyundai Santro Xing GL Plus LPG,2015
Maruti Eeco 7 Seater Standard BSIV,2016
Mahindra Thar 4X4,2013
Hyundai Xcent 1.2 Kappa S Option,2014
Mahindra KUV 100 mFALCON D75 K2,2017
Hyundai Santro Xing GL Plus,2013
Maruti Wagon R AMT VXI Option,2018
Maruti Alto K10 VXI,2014
Chevrolet Beat Diesel,2011
Tata Zest Quadrajet 1.3 XT,2018
Maruti Wagon R LXI,2003
Tata Indica Vista Quadrajet 90 VX,2013
Mahindra Bolero Power Plus ZLX,2017
Ford Classic 1.4 Duratorq CLXI,2014
Mahindra Bolero SLX 4WD BSIII,2008
Ford Classic 1.4 Duratorq CLXI,2014
Ford Figo Diesel Titanium,2012
Mahindra NuvoSport N8 AMT,2017
Maruti Alto K10 VXI,2016
Maruti Ciaz VDi Plus,2015
Maruti Wagon R LXI Optional,2015
Tata Indigo CR4,2011
Mahindra TUV 300 mHAWK100 T8,2018
Renault KWID RXL,2017
Maruti Alto K10 VXI,2016
Maruti 800 AC,2006
Maruti Alto K10 2010-2014 VXI,2012
Tata Indica DLS,2005
Maruti Swift VXI Optional,2016
Mahindra Bolero DI,2004
Maruti Estilo LXI,2009
Skoda Rapid 1.5 TDI AT Style Plus,2016
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014
Mahindra XUV500 W5 BSIV,2018
Volkswagen Polo 2015-2019 GT 1.5 TDI,2016
Hyundai i20 Asta 1.4 CRDi,2015
Honda City i-VTEC CVT ZX,2017
Maruti Swift VDI,2014
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014
Honda Jazz 1.5 S i DTEC,2018
Maruti Swift Dzire VDI,2014
Ford Figo Diesel EXI,2011
Mahindra Marazzo M2 8Str BSIV,2019
Hyundai Elantra CRDi SX Option AT,2013
Chevrolet Beat Diesel LS,2014
Maruti Swift Dzire ZDI,2013
Hyundai Creta 1.6 CRDi AT SX Plus,2016
Volkswagen Vento 1.5 TDI Highline Plus AT,2015
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015
Skoda Rapid 1.5 TDI Ambition Plus,2017
Volkswagen Passat Highline DSG S (Spl. Edition),2012
Skoda Octavia Ambiente 1.9 TDI,2010
Hyundai Verna 1.6 CRDi S Option,2015
Maruti Swift VDI,2018
Maruti Swift LDI,2018
Maruti Alto Green LXi (CNG),2012
Maruti Swift Dzire Vdi BSIV,2017
Toyota Etios VD,2012
Mahindra XUV500 W8 4WD,2012
Renault KWID AMT,2018
Honda Amaze S Petrol BSIV,2019
Hyundai i20 1.2 Asta,2017
Maruti Ertiga VDI,2015
Maruti Alto Green LXi (CNG),2010
Maruti Ertiga VDI,2015
Maruti Swift Ldi BSIII,2008
Hyundai Grand i10 CRDi SportZ Edition,2014
Hyundai Grand i10 CRDi Asta,2014
Tata Indica V2 DLS,2008
Hyundai Accent GLS,2009
Hyundai i20 Active S Petrol,2019
Ford Classic 1.6 Duratec CLXI,2013
Maruti Ritz VDi,2011
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013
Mahindra TUV 300 T4,2017
Volkswagen Vento Diesel Comfortline,2011
Mahindra Renault Logan 1.5 DLE Diesel,2007
Maruti Vitara Brezza VDi,2016
Maruti Swift VXI Optional,2016
Audi Q3 2.0 TDI Quattro Premium Plus,2017
Honda Civic ZX Diesel BSIV,2020
BMW X1 sDrive20d M Sport,2018
Honda Jazz VX CVT,2019
Honda Mobilio RS Option i DTEC,2015
Maruti Baleno Alpha 1.3,2017
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2018
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018
Hyundai Grand i10 Nios Sportz,2020
Renault Lodgy 85PS RxL,2017
Hyundai Elite i20 Asta Option CVT BSIV,2018
Chevrolet Trailblazer LTZ 4X2 AT,2016
Isuzu MU 7 AT Premium,2016
Mercedes-Benz GLC 220d 4MATIC,2017
Hyundai Santro Asta BSIV,2018
Maruti Celerio ZXI Optional AMT BSIV,2016
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018
Force Gurkha Hard Top BS3 4WD,2018
Hyundai Creta 1.6 CRDi SX,2015
BMW X4 M Sport X xDrive20d,2019
Honda Amaze S i-Dtech,2014
Mahindra Xylo D4,2018
Maruti Swift Dzire LDi,2011
Hyundai i20 Magna Optional 1.4 CRDi,2013
Hyundai i20 Magna Optional 1.4 CRDi,2013
Maruti Vitara Brezza ZDi Plus Dual Tone,2016
Toyota Innova 2.5 G (Diesel) 7 Seater,2015
Maruti Swift VDI,2019
Hyundai Verna CRDi 1.6 EX,2017
Maruti Swift Dzire Vdi BSIV,2012
Tata Indica V2 DLX TC,2008
Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006
Volkswagen Vento Diesel Highline,2011
Maruti Swift VDI BSIV,2014
Maruti Swift 1.3 LXI,2005
