name,selling_price,km_driven,fuel,mileage,engine,max_power,torque,seats
Maruti Alto 800 VXI,285000,22000,Petrol,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Hyundai Creta 1.4 E Plus,990000,19600,Diesel,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5
Tata Indigo CS eGLS BS IV,362000,104000,Petrol,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,880000,33000,Diesel,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
Mahindra TUV 300 mHAWK100 T8,700000,60000,Diesel,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Mahindra Bolero 2011-2019 DI - AC BS III,600000,60000,Diesel,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Nissan Terrano XL,700000,40000,Petrol,13.24 kmpl,1598 CC,102.5 bhp,145Nm@ 3750rpm,5
Tata Tiago 1.05 Revotorq XT,400000,60000,Diesel,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
Hyundai Accent Executive LPG,165000,80000,LPG,13.2 km/kg,1495 CC,93.7 bhp,124.5Nm@ 3500rpm,5
Toyota Innova 2.5 V Diesel 8-seater,350000,376412,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti Ertiga VXI,425000,80000,Petrol,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7
Hyundai Santro Xing GL Plus,180000,70000,Petrol,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Maruti Alto K10 2010-2014 VXI,170000,90000,Petrol,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mahindra Bolero 2011-2019 DI NON AC BS III White,370000,183000,Diesel,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Maruti Vitara Brezza VDi,800000,27000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,900000,35000,Diesel,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
Maruti Swift VDI,390000,120000,Diesel,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire VDI,445000,80000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire VDI,459999,70000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Wagon R LXI DUO BS IV,275000,55000,LPG,14.4 km/kg,998 CC,61.7 bhp,85Nm@ 3500rpm,5
Maruti Ritz VDi,200000,120000,Diesel,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
Maruti Swift Dzire 1.2 Lxi BSIV,350000,72000,Petrol,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Tata New Safari 4X4 EXI BSIII,95000,120000,Diesel,12.0 kmpl,2092 CC,127 bhp,"20@ 3,750(kgm@ rpm)",7
Toyota Etios GD,550000,250000,Diesel,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,900000,100000,Diesel,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9
Tata Sumo Gold GX,350000,120000,Diesel,15.3 kmpl,2956 CC,83.83 bhp,250Nm@ 1000-2000rpm,7
Nissan Micra XV CVT,325000,50000,Petrol,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5
Hyundai Grand i10 Asta,455999,32000,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Alto STD,129000,60000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Alto 800 LXI,254000,40000,Petrol,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Ford Ecosport 1.5 Diesel Trend,570000,48000,Diesel,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5
Nissan Terrano XL D Option,840000,30000,Diesel,19.87 kmpl,1461 CC,83.14 bhp,200Nm@ 1750rpm,5
Tata New Safari DICOR 2.2 GX 4x2 BS IV,235000,100000,Diesel,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Mahindra TUV 300 T6,700000,50000,Diesel,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Hyundai Santro Xing ABS,140000,40000,Petrol,,,,,
Hyundai Grand i10 1.2 Kappa Sportz Option,528000,5000,Petrol,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Jeep Compass 2.0 Limited Option,1500000,12000,Diesel,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5
Mahindra Bolero 2011-2019 DI - AC BS III,560000,72000,Diesel,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Mahindra Bolero 2011-2019 DI - AC BS III,600000,70000,Diesel,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Chevrolet Aveo U-VA 1.2 LS,102000,50000,Petrol,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5
Mahindra XUV500 W8 AWD,750000,70000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Chevrolet Aveo U-VA 1.2,148000,70000,Petrol,14.7 kmpl,1150 CC,76 bhp,"11.2@ 4,400(kgm@ rpm)",5
Maruti Baleno Alpha 1.2,650000,50000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Volkswagen Polo Petrol Trendline 1.2L,310000,40000,Petrol,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5
Hyundai Xcent 1.2 Kappa S,480000,30000,Petrol,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Alto 800 VXI,320000,15000,Petrol,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Honda City i VTEC VX,750000,40000,Petrol,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Nissan Micra Active XL Petrol,370000,40000,Petrol,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5
Maruti Swift ZXI,320000,60000,Petrol,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Swift ZXI,420000,67000,Petrol,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Swift Dzire VXi,240000,60000,Petrol,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5
Datsun RediGO 1.0 S,220000,60000,Petrol,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Tata Tiago 1.2 Revotron XM,350000,30000,Petrol,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Honda Amaze VX i-DTEC,675000,40000,Diesel,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Toyota Etios Cross 1.2L G,434999,50000,Petrol,18.16 kmpl,1197 CC,78.8 bhp,104Nm@ 3100rpm,5
Honda CR-V 2.0L 2WD AT,125000,200000,Petrol,13.1 kmpl,1997 CC,141.1 bhp,190Nm@ 4200rpm,5
Mahindra KUV 100 mFALCON G80 K6 AW,400000,14000,Petrol,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6
Chevrolet Tavera Neo 3 9 Str BSIII,425000,70000,Diesel,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9
Maruti Ritz Genus VDi,311000,94000,Diesel,21.1 kmpl,1248 CC,75 bhp,190 Nm at 2000rpm,5
Chevrolet Tavera Neo 3 10 Seats BSIII,509999,197000,Diesel,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10
Ford Figo 1.5D Trend MT,530000,79000,Diesel,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Skoda Octavia Rider 1.9 AT TDI,210000,120000,Diesel,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5
Mahindra Marazzo M2 8Str BSIV,977000,30000,Diesel,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8
Maruti Wagon R VXI BS IV,440000,20000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Wagon R VXI BS IV,440000,17000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai i20 1.2 Spotz,655000,20000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Renault KWID RXT Optional,295000,60000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Hyundai i20 1.2 Spotz,655000,20000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai Getz 1.1 GLE,65000,70000,Petrol,15.0 kmpl,1086 CC,66.6 bhp,"10.4@ 3,200(kgm@ rpm)",5
Tata Hexa XT,1200000,150000,Diesel,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7
Tata Hexa XM,1251000,35000,Diesel,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7
Tata Indigo CS eLX BS IV,200000,60000,Diesel,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Hyundai i20 Active 1.4 SX with AVN,750000,40000,Diesel,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5
Maruti Wagon R LXI CNG,400000,60000,CNG,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5
Honda Amaze E i-VTEC,475000,57000,Petrol,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
Tata Indigo VS,110000,120000,Diesel,17.8 kmpl,1405 CC,70 bhp,13.5@ 2500(kgm@ rpm),5
Renault KWID 1.0 RXT 02 Anniversary Edition,350000,30000,Petrol,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Maruti Swift Dzire Tour LDI,450000,175000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Indigo LX,150000,90000,Diesel,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5
Tata Indica V2 DLS,80000,110000,Diesel,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5
Hyundai i20 Magna 1.2,430000,35000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Toyota Innova Crysta 2.4 ZX MT BSIV,1450000,81000,Diesel,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7
Chevrolet Cruze LTZ,360000,100000,Diesel,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5
Tata Hexa XTA,1445000,60000,Diesel,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7
Honda City i DTec S,670000,60000,Diesel,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Mercedes-Benz GLA Class 200,2000000,70000,Petrol,13.7 kmpl,1991 CC,183 bhp,300Nm@ 1200-1400rpm,5
Maruti Swift 1.3 VXi,175000,83000,Petrol,,,,,
Honda Amaze S i-Dtech,440000,50000,Diesel,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Hyundai i20 1.4 CRDi Era,254999,90000,Diesel,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Datsun GO Plus A Option Petrol,530000,65000,Petrol,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,7
Mahindra XUV500 W4 1.99 mHawk,890000,40000,Diesel,16.0 kmpl,1997 CC,140 bhp,320Nm@ 1600-2800rpm,7
Volkswagen Polo Diesel Comfortline 1.2L,280000,80000,Diesel,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
Maruti Swift Dzire AMT ZXI,725000,35000,Petrol,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Mahindra TUV 300 T8,700000,30000,Diesel,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Maruti Zen Estilo LXI BSIII,90000,70000,Petrol,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai i10 Magna 1.1L,287000,100000,Petrol,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Hyundai Creta 1.6 SX Automatic,1380000,55000,Petrol,14.8 kmpl,1591 CC,121.3 bhp,151NM@ 4850rpm,5
Toyota Innova 2.5 G (Diesel) 7 Seater,750000,80000,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Hyundai Verna 1.4 VTVT,650000,40000,Petrol,17.43 kmpl,1396 CC,105.5 bhp,135.3Nm@ 5000rpm,5
Maruti Wagon R LXI BS IV,240000,108916,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai EON Magna Optional,290000,40000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Hyundai EON Era Plus,229999,80000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Honda City i DTec VX,1000000,50000,Diesel,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Hyundai Santro Xing GL Plus,200000,90000,Petrol,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Maruti Alto LX,90000,70000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Hyundai i20 1.4 CRDi Asta,330000,90000,Diesel,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Ritz VDi ABS,200000,70000,Diesel,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
Mahindra KUV 100 D75 K4 Plus,420000,31000,Diesel,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6
Maruti Swift Dzire VDi,260000,120000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai i20 Sportz 1.2,590000,40000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti Swift VDI BSIV,545000,180000,Diesel,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Wagon R LXI BS IV,210000,90000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Honda City 2017-2020 GXi,185000,110000,Petrol,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti Wagon R LXI,125000,59000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai EON Magna Plus,280000,60000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Hyundai Santro Xing XO,99000,89500,Petrol,,,,,
Maruti Wagon R VXI,98000,70000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Tata Indica Vista Aqua 1.4 TDI,100000,190000,Diesel,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5
Mahindra Verito Vibe 1.5 dCi D4,250000,180000,Diesel,20.8 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5
Toyota Fortuner 3.0 Diesel,750000,150000,Diesel,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7
Chevrolet Optra Magnum 2.0 LS,160000,130000,Diesel,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5
Hyundai Verna 1.6 CRDi EX AT,509999,120000,Diesel,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5
Tata Indica V2 DL,95000,80000,Diesel,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5
Hyundai Verna 1.6 SX CRDi (O),525000,80000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Datsun RediGO 1.0 T Option,278000,20000,Petrol,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Maruti 800 AC,50000,60000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Volkswagen Polo Diesel Highline 1.2L,254999,120000,Diesel,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
Maruti Swift Dzire VXI 1.2,675000,10000,Petrol,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Swift Dzire VDI,600000,147000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,950000,51000,Diesel,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Honda City 2017-2020 GXi,229999,60000,Petrol,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Toyota Innova 2.5 G4 Diesel 8-seater,600000,220000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti Alto 800 VXI Optional,330000,20000,Petrol,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Alto K10 VXI,350000,40000,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Volkswagen Polo 1.2 MPI Comfortline,560000,35000,Petrol,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5
Maruti Wagon R VXI BS IV,440000,30000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti A-Star Vxi,220000,90000,Petrol,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5
Maruti Swift Dzire ZDI,750000,110000,Diesel,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Mahindra XUV500 W6 2WD,800000,140000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Tata Indica V2 DLX,59259,104000,Diesel,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5
Maruti Baleno Zeta Automatic,740000,9000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Maruti Ignis 1.2 AMT Zeta BSIV,570000,19000,Petrol,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Wagon R AMT VXI,430000,20000,Petrol,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
Maruti Vitara Brezza ZDi Plus Dual Tone,800000,70000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Hyundai Grand i10 CRDi Sportz,450000,53000,Diesel,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
Maruti Swift Dzire VDI,420000,105000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Mahindra Thar DI 4X4 PS,750000,16000,Diesel,18.06 kmpl,2523 CC,63 bhp,182.5Nm@ 1500-1800rpm,7
Maruti Baleno RS 1.0 Petrol,780000,7200,Petrol,21.1 kmpl,998 CC,100.5 bhp,150Nm@ 1700-4500rpm,5
Volkswagen Polo Diesel Comfortline 1.2L,320000,77000,Diesel,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
Mahindra KUV 100 D75 K8 Dual Tone,690000,40000,Diesel,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6
Maruti Swift Dzire ZDi,375000,70000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Ford Figo 1.2P Sports Edition MT,620000,50000,Petrol,18.12 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
Hyundai Santro Xing GL Plus LPG,300000,85000,LPG,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Maruti Eeco 7 Seater Standard BSIV,370000,58000,Petrol,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7
Mahindra Thar 4X4,770000,85000,Diesel,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,7
Hyundai Xcent 1.2 Kappa S Option,500000,65000,Petrol,19.1 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5
Mahindra KUV 100 mFALCON D75 K2,450000,120000,Diesel,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6
Hyundai Santro Xing GL Plus,195000,50000,Petrol,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Maruti Wagon R AMT VXI Option,472000,30000,Petrol,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
Maruti Alto K10 VXI,250000,58000,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Chevrolet Beat Diesel,165000,70000,Diesel,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
Tata Zest Quadrajet 1.3 XT,525000,110000,Diesel,20.65 kmpl,1248 CC,88.7 bhp,190Nm@ 1750-3000rpm,5
Maruti Wagon R LXI,145000,65000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Tata Indica Vista Quadrajet 90 VX,325000,100000,Diesel,22.3 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5
Mahindra Bolero Power Plus ZLX,660000,60000,Diesel,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7
Ford Classic 1.4 Duratorq CLXI,310000,90000,Diesel,19.68 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5
Mahindra Bolero SLX 4WD BSIII,250000,200000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Ford Classic 1.4 Duratorq CLXI,330000,100000,Diesel,19.68 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5
Ford Figo Diesel Titanium,250000,80000,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Mahindra NuvoSport N8 AMT,650000,60000,Diesel,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Maruti Alto K10 VXI,305000,40000,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Ciaz VDi Plus,600000,50000,Diesel,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Wagon R LXI Optional,280000,110000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Tata Indigo CR4,153000,50000,Diesel,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5
Mahindra TUV 300 mHAWK100 T8,700000,30000,Diesel,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Renault KWID RXL,325000,40000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti Alto K10 VXI,305000,40000,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti 800 AC,155000,70000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Alto K10 2010-2014 VXI,235000,80000,Petrol,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Tata Indica DLS,60000,100000,Diesel,,,,,
Maruti Swift VXI Optional,500000,15000,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Mahindra Bolero DI,120000,150000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Maruti Estilo LXI,155000,63000,Petrol,,,,,
Skoda Rapid 1.5 TDI AT Style Plus,675000,88000,Diesel,21.66 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,950000,80000,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Mahindra XUV500 W5 BSIV,1051000,59865,Diesel,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7
Volkswagen Polo 2015-2019 GT 1.5 TDI,591000,60000,Diesel,21.49 kmpl,1498 CC,108.5 bhp,250nm@ 1500-3000rpm,5
Hyundai i20 Asta 1.4 CRDi,585000,72000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Honda City i-VTEC CVT ZX,1025000,68140,Petrol,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5
Maruti Swift VDI,450000,53190,Diesel,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai i20 2015-2017 Sportz 1.4 CRDi,484999,70100,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Honda Jazz 1.5 S i DTEC,650000,47725,Diesel,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Swift Dzire VDI,434999,70195,Diesel,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Ford Figo Diesel EXI,195000,77395,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Mahindra Marazzo M2 8Str BSIV,1000000,17000,Diesel,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8
Hyundai Elantra CRDi SX Option AT,650000,64000,Diesel,14.62 kmpl,1498 CC,113.42 bhp,250nm@ 1500-2750rpm,5
Chevrolet Beat Diesel LS,190000,74321,Diesel,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5
Maruti Swift Dzire ZDI,409999,80235,Diesel,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Hyundai Creta 1.6 CRDi AT SX Plus,1050000,77150,Diesel,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Volkswagen Vento 1.5 TDI Highline Plus AT,651000,69000,Diesel,22.15 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,650000,57000,Diesel,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Skoda Rapid 1.5 TDI Ambition Plus,750000,89000,Diesel,21.14 kmpl,1498 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
Volkswagen Passat Highline DSG S (Spl. Edition),799000,61100,Diesel,14.3 kmpl,1968 CC,140 bhp,"36.6@ 1,750-2,500(kgm@ rpm)",5
Skoda Octavia Ambiente 1.9 TDI,355000,116000,Diesel,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5
Hyundai Verna 1.6 CRDi S Option,600000,80000,Diesel,23.9 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Maruti Swift VDI,685000,26000,Diesel,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift LDI,509999,100000,Diesel,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Alto Green LXi (CNG),150000,82300,CNG,26.83 km/kg,796 CC,38.4 bhp,62Nm@ 3000rpm,5
Maruti Swift Dzire Vdi BSIV,650000,82050,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
