name,seller_type,transmission,owner
Hyundai Sonata 2.0L CRDi MT,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 LX,Individual,Manual,First Owner
Mahindra XUV500 AT W8 FWD,Individual,Automatic,First Owner
Maruti Swift Ldi BSIV,Individual,Manual,First Owner
Ford Aspire Trend Plus,Individual,Manual,First Owner
Skoda Octavia L and K 1.9 TDI (MT),Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT AT,Individual,Automatic,First Owner
Chevrolet Cruze LTZ AT,Individual,Automatic,First Owner
Mitsubishi Pajero Sport Anniversary Edition,Individual,Manual,Second Owner
Hyundai EON Era Plus,Individual,Manual,Second Owner
Honda Amaze VX i-DTEC,Individual,Manual,First Owner
Volkswagen Jetta 2.0 TDI Comfortline,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Era,Individual,Manual,Second Owner
Skoda Rapid Ultima 1.6 TDI Elegance,Individual,Manual,First Owner
Maruti Swift Dzire VXI 1.2,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 GX MT 8S BSIV,Individual,Manual,First Owner
Maruti 800 AC,Individual,Manual,First Owner
Ford Aspire Trend Plus,Individual,Manual,First Owner
Hyundai i20 1.2 Asta,Individual,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus Optional,Individual,Manual,Second Owner
Maruti Alto K10 2010-2014 VXI,Individual,Manual,First Owner
Renault Triber RXZ BSIV,Individual,Manual,First Owner
Hyundai EON Magna Plus,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Sportz,Individual,Manual,First Owner
Tata Indigo CR4,Individual,Manual,Second Owner
Tata Indigo eCS LX BSIV,Individual,Manual,Second Owner
Hyundai Accent Gvs,Individual,Manual,Third Owner
Maruti Ritz ZDi,Individual,Manual,Third Owner
Maruti Swift Dzire VXi,Individual,Manual,Second Owner
Honda City 1.5 S MT,Individual,Manual,Third Owner
Mahindra XUV500 W6 2WD,Individual,Manual,First Owner
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Individual,Manual,First Owner
Toyota Platinum Etios 1.4 GXD,Individual,Manual,First Owner
Maruti Swift LXI,Individual,Manual,First Owner
Hyundai Xcent 1.2 VTVT S AT,Individual,Automatic,First Owner
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Individual,Manual,First Owner
Tata Tiago 2019-2020 XZ Plus Dual Tone,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,Individual,Manual,Second Owner
Ford Figo 1.5D Trend MT,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Individual,Manual,First Owner
Maruti Swift VDI BSIV W ABS,Individual,Manual,Third Owner
Maruti Ritz VDi,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Individual,Manual,Second Owner
Honda Brio 1.2 S MT,Dealer,Manual,First Owner
Honda BR-V i-DTEC VX MT,Dealer,Manual,First Owner
Honda BR-V i-VTEC VX MT,Dealer,Manual,First Owner
Hyundai Verna 1.6 CRDi S,Individual,Manual,First Owner
Volkswagen Vento 1.5 TDI Comfortline,Individual,Manual,First Owner
Hyundai EON Era Plus,Individual,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,Individual,Manual,Second Owner
Mercedes-Benz B Class B200 CDI Sport,Individual,Automatic,Second Owner
Chevrolet Beat LT,Individual,Manual,First Owner
Tata Nexon 1.2 Revotron XM,Individual,Manual,First Owner
Volkswagen Ameo 1.5 TDI Comfortline AT,Individual,Automatic,First Owner
Ford Figo Diesel ZXI,Individual,Manual,Second Owner
Honda City 1.5 E MT,Individual,Manual,First Owner
Hyundai Santro Sportz AMT BSIV,Individual,Automatic,Fourth & Above Owner
Ford Figo Aspire Facelift,Dealer,Manual,First Owner
Ford Figo 1.5D Titanium MT,Individual,Manual,First Owner
Hyundai Santro Sportz BSIV,Individual,Manual,First Owner
Tata Indigo CS eLX BS IV,Individual,Manual,First Owner
Datsun RediGO 1.0 S,Individual,Manual,First Owner
Toyota Etios G,Individual,Manual,First Owner
Tata Indigo CS LX (TDI) BS III,Individual,Manual,First Owner
Tata Indigo eCS VX BSIV,Individual,Manual,First Owner
Mahindra Scorpio LX,Individual,Manual,Second Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,Individual,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,Individual,Manual,First Owner
Mahindra Bolero SLX,Individual,Manual,Second Owner
Hyundai i10 Magna 1.1L,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,Individual,Manual,Fourth & Above Owner
Tata Indica Vista Aqua 1.4 TDI,Individual,Manual,First Owner
Honda WR-V i-DTEC S,Dealer,Manual,First Owner
Mitsubishi Lancer 2.0 GLd,Individual,Manual,Second Owner
Tata Indigo eCS GLX,Individual,Manual,First Owner
Maruti Esteem Lxi,Individual,Manual,Third Owner
Maruti Ciaz 1.3 Zeta,Individual,Manual,First Owner
Volkswagen Ameo 1.2 MPI Comfortline,Individual,Manual,First Owner
Renault KWID RXT Optional,Individual,Manual,First Owner
Jeep Compass 2.0 Longitude BSIV,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),Individual,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,Individual,Automatic,First Owner
Maruti Ertiga ZDI,Individual,Manual,Third Owner
Hyundai Verna 1.6 VTVT SX,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,Individual,Manual,First Owner
Skoda Octavia L and K 1.9 TDI MT,Individual,Manual,Third Owner
Renault KWID AMT,Individual,Automatic,First Owner
Hyundai Accent CRDi,Individual,Manual,Second Owner
Renault Lodgy 85PS RxE,Individual,Manual,First Owner
Mahindra Xylo D2 BSIV,Individual,Manual,First Owner
Hyundai i20 Active 1.4 SX,Individual,Manual,First Owner
Honda City S,Individual,Manual,Third Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium,Individual,Manual,First Owner
Honda Mobilio RS Option i DTEC,Individual,Manual,First Owner
Hyundai Santro Magna,Individual,Manual,First Owner
Maruti 800 AC BSII,Individual,Manual,Second Owner
Renault Lodgy 85PS RxZ,Individual,Manual,First Owner
Jeep Compass 2.0 Limited,Individual,Manual,First Owner
Tata Indica V2 1.2 GLE BSIII,Individual,Manual,Second Owner
Fiat Linea Emotion (Diesel),Individual,Manual,Third Owner
Toyota Innova 2.5 V Diesel 8-seater,Individual,Manual,Third Owner
Volkswagen Jetta 2.0L TDI Highline,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Renault KWID RXT,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,Individual,Manual,First Owner
Mahindra KUV 100 D75 K8,Individual,Manual,First Owner
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Individual,Automatic,First Owner
Volkswagen Ameo 1.5 TDI Comfortline,Individual,Manual,First Owner
Audi A6 2.0 TDI,Individual,Automatic,First Owner
Hyundai Verna CRDi SX ABS,Individual,Manual,Second Owner
Hyundai Verna CRDi SX,Individual,Manual,Second Owner
Hyundai Verna CRDi SX ABS,Individual,Manual,Second Owner
Volkswagen Polo Petrol Comfortline 1.2L,Individual,Manual,First Owner
Volkswagen Jetta 2.0L TDI Highline AT,Individual,Automatic,Second Owner
Honda CR-V 2.4 4WD AT,Individual,Automatic,Third Owner
Maruti Swift VDI,Individual,Manual,Third Owner
Volvo XC60 Inscription D5 BSIV,Individual,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX Option,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX,Individual,Manual,Second Owner
Nissan Kicks XV D BSIV,Individual,Manual,First Owner
Ford Fiesta 1.4 SXi TDCi ABS,Individual,Manual,Third Owner
Chevrolet Optra Magnum 2.0 LT,Individual,Manual,Second Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,Individual,Automatic,First Owner
Honda City i-DTEC VX,Individual,Manual,First Owner
Mitsubishi Lancer 2.0 LXd,Individual,Manual,Second Owner
Volkswagen Vento Diesel Highline,Individual,Manual,Second Owner
Ford Fiesta 1.4 SXi TDCi ABS,Individual,Manual,First Owner
Honda City 2017-2020 GXi,Individual,Manual,First Owner
Maruti Estilo LXI,Individual,Manual,Third Owner
Honda City i DTec E,Individual,Manual,First Owner
Honda City i DTEC V,Individual,Manual,Second Owner
Tata Indica V2 DLE BSIII,Individual,Manual,Third Owner
Skoda Octavia Ambiente 1.9 TDI MT,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,Individual,Manual,Second Owner
Maruti Wagon R LX Minor,Individual,Manual,Second Owner
Maruti Celerio VXI,Individual,Manual,Second Owner
Ford Figo Petrol LXI,Individual,Manual,Second Owner
Fiat Palio 1.2 ELX,Individual,Manual,Second Owner
Maruti Omni 8 Seater BSIV,Individual,Manual,Second Owner
Hyundai i10 Era,Individual,Manual,First Owner
Hyundai i20 1.2 Asta Dual Tone,Individual,Manual,First Owner
Maruti Vitara Brezza LDi,Individual,Manual,First Owner
Maruti Alto 800 CNG LXI Optional,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,Individual,Manual,First Owner
Hyundai Verna VTVT 1.6 SX Option,Individual,Manual,First Owner
Datsun GO D,Individual,Manual,First Owner
Hyundai Santro Xing GL Plus,Individual,Manual,Second Owner
Tata Safari DICOR 2.2 LX 4x2,Individual,Manual,Second Owner
Maruti 800 Std,Individual,Manual,First Owner
Ford Aspire Trend Plus,Individual,Manual,First Owner
Skoda Octavia L and K 1.9 TDI (MT),Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT AT,Individual,Automatic,First Owner
Chevrolet Cruze LTZ AT,Individual,Automatic,First Owner
Mitsubishi Pajero Sport Anniversary Edition,Individual,Manual,Second Owner
Hyundai EON Era Plus,Individual,Manual,Second Owner
Honda Amaze VX i-DTEC,Individual,Manual,First Owner
Volkswagen Jetta 2.0 TDI Comfortline,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Era,Individual,Manual,Second Owner
Skoda Rapid Ultima 1.6 TDI Elegance,Individual,Manual,First Owner
Maruti Swift Dzire VXI 1.2,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 GX MT 8S BSIV,Individual,Manual,First Owner
Maruti 800 AC,Individual,Manual,First Owner
Ford Aspire Trend Plus,Individual,Manual,First Owner
Hyundai i20 1.2 Asta,Individual,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus Optional,Individual,Manual,Second Owner
Maruti Alto K10 2010-2014 VXI,Individual,Manual,First Owner
Renault Triber RXZ BSIV,Individual,Manual,First Owner
Hyundai EON Magna Plus,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Sportz,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,Individual,Manual,Second Owner
Mahindra Verito 1.5 D4 BSIV,Individual,Manual,Second Owner
Tata Zest Revotron 1.2 XT,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI Elegance,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),Individual,Manual,Second Owner
Mahindra XUV500 W4,Individual,Manual,Second Owner
Fiat Grande Punto 1.3 Emotion (Diesel),Individual,Manual,Third Owner
Hyundai Grand i10 SportZ Edition,Individual,Manual,First Owner
Maruti Swift Dzire AMT ZDI Plus,Individual,Automatic,First Owner
Honda Jazz 1.5 V i DTEC,Individual,Manual,Second Owner
Renault Pulse RxL,Individual,Manual,First Owner
Maruti Swift 1.3 ZXI,Individual,Manual,Third Owner
Maruti Swift 1.3 VXi,Individual,Manual,Fourth & Above Owner
Tata Indica V2 DLS TC,Individual,Manual,Third Owner
Hyundai Accent GLS 1.6,Individual,Manual,Fourth & Above Owner
Tata Indica Vista Aqua 1.4 TDI,Individual,Manual,Second Owner
Maruti Ignis Zeta AMT,Individual,Automatic,First Owner
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Individual,Manual,First Owner
Toyota Platinum Etios 1.4 GXD,Individual,Manual,First Owner
Maruti Swift LXI,Individual,Manual,First Owner
Hyundai Xcent 1.2 VTVT S AT,Individual,Automatic,First Owner
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Individual,Manual,First Owner
Tata Tiago 2019-2020 XZ Plus Dual Tone,Individual,Manual,First Owner
Ford Figo 1.5D Titanium MT,Individual,Manual,First Owner
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,Individual,Manual,First Owner
Hyundai Santro Xing XL eRLX Euro II,Individual,Manual,Third Owner
BMW 6 Series GT 630d Luxury Line,Individual,Automatic,First Owner
Hyundai i20 1.2 Magna Executive,Dealer,Manual,First Owner
Maruti Swift VXI BSIV,Dealer,Manual,First Owner
Maruti Ignis Zeta,Dealer,Manual,First Owner
Maruti Wagon R VXI 1.2,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Renault KWID RXT,Individual,Manual,First Owner
Mahindra Scorpio 1.99 S6 Plus,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Dealer,Manual,First Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Dealer,Manual,First Owner
Hyundai Verna 1.6 SX,Individual,Manual,Third Owner
Volkswagen Polo Diesel Comfortline 1.2L,Individual,Manual,First Owner
Volkswagen Polo Diesel Comfortline 1.2L,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,Individual,Manual,First Owner
Toyota Etios Liva GD,Individual,Manual,First Owner
Maruti Omni E MPI STD BS IV,Individual,Manual,First Owner
Tata Nano Lx BSIV,Individual,Manual,Second Owner
Renault KWID Climber 1.0 MT BSIV,Individual,Manual,First Owner
Mahindra Xylo E4,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,Individual,Manual,First Owner
Maruti Swift Dzire VDi,Individual,Manual,Third Owner
Tata Nexon 1.2 Revotron XM,Individual,Manual,First Owner
Volkswagen Polo Petrol Highline 1.2L,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,Individual,Manual,Second Owner
Tata Nano Cx,Individual,Manual,First Owner
Toyota Etios Liva G,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDi SX,Individual,Manual,First Owner
Skoda Octavia L and K 1.9 TDI (MT),Individual,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Individual,Manual,First Owner
Ford Fiesta 1.4 Duratorq ZXI,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Individual,Manual,Third Owner
Chevrolet Tavera B2 8 Seats BSIII,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,Individual,Manual,Fourth & Above Owner
Chevrolet Tavera Neo LT-L - 9 seats BSII,Individual,Manual,Fourth & Above Owner
Honda Jazz 1.2 VX i VTEC,Individual,Manual,First Owner
Hyundai Grand i10 Sportz,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,Individual,Manual,Second Owner
Tata Tiago 1.05 Revotorq XZ,Individual,Manual,First Owner
Maruti Ertiga VXI,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,Individual,Manual,First Owner
Ford Figo Petrol Titanium,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LT LPG,Individual,Manual,First Owner
Datsun RediGO S,Individual,Manual,First Owner
Maruti Ritz VDi,Individual,Manual,Second Owner
Tata Indica Vista TDI LS,Individual,Manual,Second Owner
Tata Nexon 1.5 Revotorq XZ Plus,Individual,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ Plus,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8,Individual,Manual,First Owner
Tata Indica Vista TDI LX,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,Individual,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi LS 8,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,Individual,Manual,First Owner
Mahindra Scorpio S5 BSIV,Individual,Manual,First Owner
Maruti Alto 800 LXI Optional,Individual,Manual,First Owner
Maruti Alto 800 VXI Optional,Individual,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Individual,Manual,First Owner
Maruti 800 AC,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 SLX,Individual,Manual,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,Individual,Automatic,First Owner
Mahindra TUV 300 T8,Individual,Manual,First Owner
Volkswagen Vento 1.6 Highline,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,Individual,Manual,First Owner
Skoda Rapid 1.6 MPI AT Elegance,Individual,Automatic,Second Owner
Tata Sumo CX 9 Seater,Individual,Manual,First Owner
Maruti Ertiga ZDI,Individual,Manual,First Owner
Maruti Ritz VDi,Individual,Manual,Second Owner
Maruti Ertiga ZDI,Individual,Manual,Second Owner
Tata Tiago 1.2 Revotron XTA,Individual,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Asta,Individual,Manual,First Owner
Maruti Alto K10 LXI,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,Individual,Manual,First Owner
Maruti Ritz VDi,Individual,Manual,Third Owner
Honda Brio Exclusive Edition,Dealer,Manual,First Owner
Hyundai Grand i10 AT Asta,Dealer,Automatic,First Owner
Maruti Wagon R LXI Minor,Individual,Manual,Second Owner
Maruti Wagon R LX BSIII,Individual,Manual,Second Owner
Maruti Ertiga VDI,Individual,Manual,Third Owner
Maruti Swift Dzire VDi,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Sportz,Individual,Manual,First Owner
Honda City i DTEC VX,Individual,Manual,First Owner
Chevrolet Spark 1.0 PS,Individual,Manual,First Owner
Tata Indigo CS eLX BS IV,Individual,Manual,Second Owner
Maruti Ciaz ZDi Plus SHVS,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,Individual,Manual,First Owner
Hyundai i20 Sportz 1.2,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,Individual,Manual,First Owner
Maruti Swift VDI Optional,Individual,Manual,First Owner
Maruti Wagon R LX,Individual,Manual,Second Owner
Hyundai Xcent 1.1 CRDi SX,Individual,Manual,First Owner
Toyota Corolla Altis Diesel D4DJ,Individual,Manual,Fourth & Above Owner
Chevrolet Spark 1.0 LS,Individual,Manual,Second Owner
Maruti Alto LXi,Individual,Manual,First Owner
Maruti Alto LXi,Individual,Manual,First Owner
Maruti Alto LX,Individual,Manual,Third Owner
Mahindra Bolero SLE BSIII,Individual,Manual,Second Owner
Audi Q5 35TDI Premium Plus,Dealer,Automatic,First Owner
Honda CR-V 2.0L 2WD AT,Dealer,Automatic,First Owner
Lexus ES 300h,Dealer,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,Dealer,Automatic,First Owner
Jeep Wrangler 2016-2019 3.6 4X4,Individual,Automatic,First Owner
Mahindra Thar CRDe AC,Dealer,Manual,First Owner
Toyota Camry 2.5 Hybrid,Trustmark Dealer,Automatic,First Owner
Honda Jazz VX,Trustmark Dealer,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,Trustmark Dealer,Manual,Second Owner
Honda Amaze V CVT Petrol BSIV,Trustmark Dealer,Automatic,First Owner
BMW 5 Series 520d Sport Line,Dealer,Automatic,First Owner
Mercedes-Benz E-Class Exclusive E 200 BSIV,Dealer,Automatic,First Owner
Land Rover Discovery Sport TD4 SE,Dealer,Automatic,First Owner
Tata Hexa XE,Dealer,Manual,First Owner
Mercedes-Benz S-Class S 350 CDI,Dealer,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Trustmark Dealer,Automatic,First Owner
Hyundai Venue SX Plus Turbo DCT BSIV,Dealer,Automatic,First Owner
Honda CR-V 2.4L 4WD AT AVN,Dealer,Automatic,First Owner
Mahindra Bolero Power Plus SLE,Individual,Manual,First Owner
Mahindra KUV 100 G80 K2,Individual,Manual,First Owner
Maruti Wagon R LXI Optional,Individual,Manual,First Owner
Mahindra XUV300 W8 Option BSIV,Individual,Manual,First Owner
Maruti Wagon R LXI BS IV,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XE,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LT,Individual,Manual,Second Owner
Maruti Wagon R LXI,Dealer,Manual,First Owner
Hyundai Grand i10 SportZ Edition,Individual,Manual,Second Owner
Renault KWID RXL,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxE,Individual,Manual,Second Owner
Tata Manza Aqua Quadrajet,Dealer,Manual,First Owner
Maruti Omni 8 Seater BSII,Individual,Manual,Fourth & Above Owner
Maruti Omni E 8 Str STD,Individual,Manual,Fourth & Above Owner
