,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,manufacturer,price_group
3866,Hyundai Creta 1.6 CRDi SX,2017,1260000,39221,Diesel,Dealer,Manual,First Owner,Hyundai,"800,000+"
3867,Hyundai i20 Sportz 1.2,2016,660000,48220,Petrol,Dealer,Manual,First Owner,Hyundai,"600,000 - 800,000"
3868,Hyundai i20 Sportz 1.2,2017,700000,11114,Petrol,Dealer,Manual,First Owner,Hyundai,"600,000 - 800,000"
3869,Hyundai Getz 1.5 CRDi GVS,2008,235000,60208,Diesel,Dealer,Manual,First Owner,Hyundai,"200,000 - 400,000"
3870,Volkswagen Vento 1.5 TDI Highline,2013,475000,80000,Diesel,Dealer,Manual,First Owner,Volkswagen,"400,000 - 600,000"
3871,Mercedes-Benz E-Class 280 CDI Elegance,2008,795000,98600,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,"600,000 - 800,000"
3872,Audi RS7 2015-2019 Sportback Performance,2016,8900000,13000,Petrol,Dealer,Automatic,First Owner,Audi,"800,000+"
3873,Audi Q5 3.0 TDI Quattro Technology,2015,3200000,30000,Diesel,Dealer,Automatic,First Owner,Audi,"800,000+"
3874,MG Hector Smart AT,2019,1860000,18000,Petrol,Dealer,Automatic,First Owner,Other,"800,000+"
3875,Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,4200000,100000,Diesel,Dealer,Automatic,First Owner,Other,"800,000+"
3876,Honda City VX CVT,2015,850000,58000,Petrol,Dealer,Automatic,First Owner,Honda,"800,000+"
3877,Mahindra Xylo D4,2017,585000,85441,Diesel,Dealer,Manual,First Owner,Mahindra,"400,000 - 600,000"
3878,Mahindra Verito 1.5 D4 BSIV,2015,380000,64541,Diesel,Dealer,Manual,First Owner,Mahindra,"200,000 - 400,000"
3879,Maruti Swift Dzire VDI,2019,650000,35000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
3880,Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
3881,Nissan Micra Active XV,2017,434999,16267,Petrol,Dealer,Manual,First Owner,Nissan,"400,000 - 600,000"
3882,Volkswagen Vento 1.5 TDI Highline,2013,525000,71500,Diesel,Dealer,Manual,First Owner,Volkswagen,"400,000 - 600,000"
3883,BMW 5 Series 520d Luxury Line,2019,4800000,12999,Diesel,Dealer,Automatic,First Owner,BMW,"800,000+"
3884,Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000,Petrol,Individual,Manual,First Owner,Chevrolet,"0 - 200,000"
3885,Maruti Zen Estilo 1.1 LXI BSIII,2007,160000,90000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3886,Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,Chevrolet,"0 - 200,000"
3887,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
3888,Hyundai Creta 1.6 VTVT S,2017,900000,14700,Petrol,Individual,Manual,First Owner,Hyundai,"800,000+"
3889,Maruti Alto LX,2000,61000,90000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3890,Maruti Wagon R LXI BS IV,2017,400000,50000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
3891,Hyundai Santro Xing XS,2009,150000,100000,Petrol,Individual,Manual,Second Owner,Hyundai,"0 - 200,000"
3892,Volkswagen Polo GT 1.0 TSI,2019,950000,24000,Petrol,Individual,Automatic,First Owner,Volkswagen,"800,000+"
3893,Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
3894,Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,First Owner,Hyundai,"0 - 200,000"
3895,Tata Bolt Revotron XM,2015,375000,30000,Petrol,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
3896,Datsun GO Plus T Option,2017,350000,80000,Petrol,Individual,Manual,First Owner,Datsun,"200,000 - 400,000"
3897,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,310000,92686,Diesel,Dealer,Manual,Second Owner,Hyundai,"200,000 - 400,000"
3898,Tata Indica GLS BS IV,2010,90000,300000,Petrol,Individual,Manual,Third Owner,Tata,"0 - 200,000"
3899,Volkswagen Vento Petrol Highline,2011,350000,90000,Petrol,Individual,Manual,Second Owner,Volkswagen,"200,000 - 400,000"
3900,Hyundai Santro LS zipPlus,2003,100000,60000,Petrol,Individual,Manual,First Owner,Hyundai,"0 - 200,000"
3901,Mahindra XUV500 AT W6 2WD,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,Mahindra,"800,000+"
3902,Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
3903,Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,Chevrolet,"200,000 - 400,000"
3904,Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,Honda,"0 - 200,000"
3905,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,Ford,"800,000+"
3906,Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
3907,Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3908,Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3909,Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3910,Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3911,Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,Skoda,"800,000+"
3912,Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,Other,"0 - 200,000"
3913,Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,Fiat,"200,000 - 400,000"
3914,Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,Renault,"400,000 - 600,000"
3915,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,Tata,"600,000 - 800,000"
3916,Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,Maruti,"400,000 - 600,000"
3917,Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3918,Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
3919,Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
3920,Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,Toyota,"800,000+"
3921,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,Toyota,"400,000 - 600,000"
3922,Tata Sumo Gold EX BSIII,2016,500000,60000,Diesel,Individual,Manual,First Owner,Tata,"400,000 - 600,000"
3923,Mahindra Renault Logan 1.5 DLX Diesel,2007,150000,90000,Diesel,Individual,Manual,Third Owner,Mahindra,"0 - 200,000"
3924,Toyota Etios GD,2014,500000,140000,Diesel,Individual,Manual,Second Owner,Toyota,"400,000 - 600,000"
3925,Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3926,Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,Nissan,"200,000 - 400,000"
3927,Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,First Owner,Renault,"600,000 - 800,000"
3928,Maruti Alto 800 LXI,2018,285000,14000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
3929,Tata Aria Pleasure 4x2,2012,360000,70000,Diesel,Individual,Manual,Second Owner,Tata,"200,000 - 400,000"
3930,Honda Accord 2.4 MT,2009,450000,55000,Petrol,Individual,Manual,Second Owner,Honda,"400,000 - 600,000"
3931,Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
3932,Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner,Chevrolet,"200,000 - 400,000"
3933,Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000,Diesel,Dealer,Manual,First Owner,Ford,"400,000 - 600,000"
3934,Honda City i-DTEC ZX,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,Honda,"800,000+"
3935,Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,Honda,"800,000+"
3936,Honda WR-V i-VTEC VX,2017,725000,29976,Petrol,Dealer,Manual,First Owner,Honda,"600,000 - 800,000"
3937,Honda City i VTEC VX,2017,919999,41000,Petrol,Dealer,Manual,First Owner,Honda,"800,000+"
3938,Honda Jazz 1.5 V i DTEC,2018,700000,15000,Diesel,Dealer,Manual,First Owner,Honda,"600,000 - 800,000"
3939,Honda Jazz 1.5 VX i DTEC,2017,725000,36000,Diesel,Dealer,Manual,First Owner,Honda,"600,000 - 800,000"
3940,Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,Honda,"800,000+"
3941,Maruti Wagon R VXI BS IV,2015,365000,23600,Petrol,Dealer,Manual,First Owner,Maruti,"200,000 - 400,000"
3942,Honda City i DTEC SV,2014,665000,71318,Diesel,Dealer,Manual,First Owner,Honda,"600,000 - 800,000"
3943,Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
3944,Hyundai EON Era Plus,2014,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3945,Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
3946,Hyundai Santro Xing GL,2008,145000,67000,Petrol,Individual,Manual,First Owner,Hyundai,"0 - 200,000"
3947,Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,Ford,"600,000 - 800,000"
3948,Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
3949,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054,Petrol,Dealer,Manual,First Owner,Ford,"600,000 - 800,000"
3950,Honda City i DTEC VX,2015,785000,40000,Diesel,Individual,Manual,First Owner,Honda,"600,000 - 800,000"
3951,Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3952,Hyundai Xcent 1.1 CRDi Base,2017,300000,80000,Diesel,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3953,Hyundai i20 Asta 1.4 CRDi,2016,680000,20000,Diesel,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
3954,Mahindra TUV 300 T8,2016,700000,40000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
3955,Tata Indigo CS eLS BS IV,2011,180000,120000,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
3956,Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000,Diesel,Individual,Manual,Second Owner,Ford,"200,000 - 400,000"
3957,Maruti Swift Dzire VXi,2010,370000,97000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
3958,Mahindra Xylo H8 ABS with Airbags,2018,1100000,70000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
3959,Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,"0 - 200,000"
3960,Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000,Diesel,Individual,Manual,Second Owner,Skoda,"400,000 - 600,000"
3961,Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,First Owner,Maruti,"400,000 - 600,000"
3962,Hyundai Santro Xing GLS,2014,320000,54350,Petrol,Dealer,Manual,First Owner,Hyundai,"200,000 - 400,000"
3963,Maruti Wagon R VXI BS IV,2015,390000,32260,Petrol,Dealer,Manual,First Owner,Maruti,"200,000 - 400,000"
3964,Renault Duster 85PS Diesel RxE,2014,550000,58231,Diesel,Dealer,Manual,First Owner,Renault,"400,000 - 600,000"
3965,Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,First Owner,Maruti,"200,000 - 400,000"
3966,Maruti Alto LXi BSIII,2010,190000,73350,Petrol,Dealer,Manual,First Owner,Maruti,"0 - 200,000"
3967,Renault Duster 110PS Diesel RxZ,2013,509999,88473,Diesel,Dealer,Manual,First Owner,Renault,"400,000 - 600,000"
3968,Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner,Honda,"400,000 - 600,000"
3969,Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,5500000,77350,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,"800,000+"
3970,Maruti Swift Dzire VDI,2015,550000,61187,Diesel,Dealer,Manual,First Owner,Maruti,"400,000 - 600,000"
3971,Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,First Owner,Mahindra,"400,000 - 600,000"
3972,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150,Diesel,Dealer,Manual,First Owner,Ford,"400,000 - 600,000"
3973,Hyundai Grand i10 1.2 Kappa Asta,2019,500000,30000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
3974,Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,First Owner,Maruti,"800,000+"
3975,Maruti Swift Vdi BSIII,2009,265000,120000,Diesel,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
3976,Ford Figo Diesel Titanium,2012,175000,180000,Diesel,Individual,Manual,First Owner,Ford,"0 - 200,000"
3977,Fiat Palio 1.2 Sport,2007,125000,50000,Petrol,Individual,Manual,Second Owner,Fiat,"0 - 200,000"
3978,Tata Manza Aqua Quadrajet BS IV,2010,165000,80000,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
3979,Mahindra Verito 1.5 D2 BSIII,2011,150000,280000,Diesel,Individual,Manual,First Owner,Mahindra,"0 - 200,000"
3980,Hyundai Creta 1.6 CRDi SX Option,2015,1025000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,"800,000+"
3981,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1030000,250000,Diesel,Individual,Manual,Second Owner,Toyota,"800,000+"
3982,Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet,"200,000 - 400,000"
3983,Maruti Swift Dzire LDi,2010,250000,110000,Diesel,Individual,Manual,Third Owner,Maruti,"200,000 - 400,000"
3984,Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3985,Fiat Punto EVO 1.3 Dynamic,2016,500000,35000,Diesel,Individual,Manual,First Owner,Fiat,"400,000 - 600,000"
3986,Hyundai EON Era Plus,2018,350000,15000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3987,Maruti Alto LXi BSIII,2010,190000,52000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3988,Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000,Diesel,Individual,Manual,First Owner,Volkswagen,"800,000+"
3989,Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
3990,Maruti Alto 800 LXI,2018,300000,17000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
3991,Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner,Chevrolet,"200,000 - 400,000"
3992,Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
3993,Ford Figo Diesel ZXI,2012,290000,125000,Diesel,Individual,Manual,Second Owner,Ford,"200,000 - 400,000"
3994,Tata Indica GLS BS IV,2010,75000,300000,Petrol,Individual,Manual,Third Owner,Tata,"0 - 200,000"
3995,Mahindra XUV500 W8 2WD,2015,1000000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,"800,000+"
3996,Hyundai i20 Asta 1.4 CRDi,2015,550000,87000,Diesel,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
3997,Fiat Punto 1.3 Emotion,2010,285000,75000,Diesel,Individual,Manual,Third Owner,Fiat,"200,000 - 400,000"
3998,Tata Indigo Grand Petrol,2014,240000,60000,Petrol,Individual,Manual,Second Owner,Tata,"200,000 - 400,000"
3999,Hyundai Creta 1.6 VTVT S,2015,850000,25000,Petrol,Individual,Manual,First Owner,Hyundai,"800,000+"
4000,Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
4001,Maruti Celerio Green VXI,2017,365000,78000,Other,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
4002,Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
4003,Chevrolet Sail 1.2 Base,2015,260000,35000,Petrol,Individual,Manual,First Owner,Chevrolet,"200,000 - 400,000"
4004,Tata Indigo Grand Petrol,2014,250000,100000,Petrol,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
4005,Tata New Safari 4X2,2007,550000,80000,Petrol,Individual,Manual,Second Owner,Tata,"400,000 - 600,000"
4006,Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
4007,Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,Chevrolet,"200,000 - 400,000"
4008,Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,Honda,"0 - 200,000"
4009,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,Ford,"800,000+"
4010,Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
4011,Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
4012,Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
4013,Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
4014,Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
4015,Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,Skoda,"800,000+"
4016,Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,Other,"0 - 200,000"
4017,Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,Fiat,"200,000 - 400,000"
4018,Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,Renault,"400,000 - 600,000"
4019,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,Tata,"600,000 - 800,000"
4020,Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,Maruti,"400,000 - 600,000"
4021,Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
4022,Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
4023,Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
4024,Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,Toyota,"800,000+"
4025,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,Toyota,"400,000 - 600,000"
4026,Maruti Wagon R VXI BSIII,2012,229999,40000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
4027,Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000,Diesel,Individual,Manual,First Owner,Ford,"400,000 - 600,000"
4028,Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Toyota,"0 - 200,000"
4029,Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,"200,000 - 400,000"
4030,Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
4031,Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,Nissan,"200,000 - 400,000"
4032,Mahindra TUV 300 mHAWK100 T8,2017,800000,60000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
4033,Hyundai Verna SX AT Diesel,2009,245000,75000,Diesel,Dealer,Automatic,First Owner,Hyundai,"200,000 - 400,000"
4034,Hyundai EON Magna Plus,2018,300000,20000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
4035,Hyundai Xcent 1.2 CRDi E,2017,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
4036,Maruti Zen LX - BS III,2006,70000,105700,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
4037,Maruti Celerio VXI Optional,2017,430999,14000,Petrol,Dealer,Manual,First Owner,Maruti,"400,000 - 600,000"
4038,Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner,Chevrolet,"0 - 200,000"
4039,Maruti Alto 800 LXI Optional,2019,335000,28000,Petrol,Dealer,Manual,First Owner,Maruti,"200,000 - 400,000"
4040,Maruti Eeco 7 Seater Standard BSIV,2017,350000,51000,Petrol,Dealer,Manual,First Owner,Maruti,"200,000 - 400,000"
4041,Maruti Alto 800 LXI Opt BSIV,2018,315000,56000,Petrol,Dealer,Manual,First Owner,Maruti,"200,000 - 400,000"
4042,Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000,Diesel,Individual,Automatic,First Owner,Volkswagen,"800,000+"
4043,Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
4044,Maruti Alto K10 VXI Optional,2014,285000,64000,Petrol,Dealer,Manual,Second Owner,Maruti,"200,000 - 400,000"
4045,Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner,Tata,"0 - 200,000"
4046,Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
4047,Volvo XC 90 D5 Inscription BSIV,2017,4500000,80000,Diesel,Individual,Automatic,First Owner,Volvo,"800,000+"
4048,Maruti Alto K10 VXI,2018,320000,38900,Petrol,Individual,Manual,Third Owner,Maruti,"200,000 - 400,000"
4049,Hyundai Creta 1.6 CRDi SX Plus,2016,1249000,60000,Diesel,Individual,Manual,Third Owner,Hyundai,"800,000+"
4050,Maruti Wagon R LXI Minor,2008,120000,110000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
4051,Volkswagen Vento Diesel Trendline,2011,200000,100000,Diesel,Individual,Manual,Second Owner,Volkswagen,"200,000 - 400,000"
4052,Hyundai Creta 1.6 CRDi SX,2016,1151000,85000,Diesel,Individual,Manual,First Owner,Hyundai,"800,000+"
4053,Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
4054,Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
4055,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,750000,15000,Petrol,Individual,Manual,First Owner,Tata,"600,000 - 800,000"
4056,Mahindra TUV 300 T10 Dual Tone,2018,784000,40000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
